&,+,--,1,16,1st,2,2nd,3,3rd,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,457,477,4th,5,6,7,9,_both_,_escalier_,_over_,_under_,abou,according,adorned,already,also,alternate,alternately,another,antwerp,apart,appears,applied,back,backwards,bar,bars,begin,beginners,begun,brabancon,braid,brin,bringing,brussels,bruxelles,button,c,c.,called,cause,circle,clearly,close,coarse,completed,complicated,continue,cordova,cords,corner,correctly,cover,cross,crossing,crosswise,d'alencon,d'angleterre,d'art,d'espagne,darning,de,design,desired,diagonal,diamond,diamonds,difficult,direction,distance,distances,dot,double,draw,drawing,easy,echlin,effected,effective,eighth,either,employed,end,english,enlarged,equal,escalier,every,extent,f,fastened,festoon,fill,filled,fillet,filling,fine,first,flowers,fo,follows,form,formed,forwards,ging,gives,gone,great,grecian,grecque,grou,groundwork,guipure,half,hand,held,hem,hes,highly,hole,horizontal,illustration,imitated,inch,inserting,instead,intersecting,knitting,knot,l,lace,large,larger,leaving,left,lightness,like,linen,lines,long,loo,looks,loop,loose,lose,made,make,manner,may,mechlin,miss,mo,much,name,narrow,ndwork,needle,net,next,nine,none,nos,number,obtained,occupy,omit,one,open,opposite,order,p,page,parallel,pass,passed,passing,past,pattern,pencils,pin,pins,place,placed,placing,plain,point,prettiest,pretty,previou,previous,proceeding,produced,produces,putting,quarter,quickly,raised,raleigh,really,repeat,reprise,required,resembles,returning,right,rming,rosette,round,row,rows,rque,scrolls,second,see,sewn,short,show,shown,shows,side,similar,single,six,size,sizes,small,smooth,soft,sometimes,space,spaces,spanish,spot,squares,st,stairs,steps,stitc,stitch,stitches,straight,strands,succession,sufficient,take,taken,takes,thickness,thread,threads,three,thus,tight,time,times,titch,together,triangle,triangles,true,tu,tulle,turkish,turque,twice,twist,twisted,two,uccession,underlay,unequal,upon,used,useful,using,usually,valenciennes,varied,various,varying,way,well,wheel,wheels,white,winding,work,worked,working,would
&,1,[853]
+,1,[644]
--,40,"[1, 36, 48, 100, 174, 182, 234, 253, 260, 266, 272, 323, 328, 334, 394, 398, 423, 430, 434, 461, 466, 473, 518, 525, 534, 573, 612, 616, 655, 660, 665, 680, 761, 766, 769, 801, 809, 828, 838, 844]"
1,13,"[84, 115, 124, 131, 142, 149, 156, 160, 370, 478, 481, 497, 574]"
16,1,[301]
1st,2,"[353, 476]"
2,5,"[120, 136, 154, 162, 501]"
2nd,4,"[70, 368, 490, 817]"
3,5,"[731, 800, 805, 813, 819]"
3rd,3,"[106, 375, 513]"
440,2,"[0, 35]"
441,2,"[42, 99]"
442,5,"[173, 179, 200, 205, 228]"
443,4,"[201, 214, 233, 242]"
444,2,"[252, 259]"
445,2,"[316, 322]"
446,3,"[327, 391, 393]"
447,2,"[397, 422]"
448,3,"[420, 429, 460]"
449,2,"[465, 517]"
450,3,"[524, 541, 591]"
451,2,"[533, 595]"
452,2,"[611, 654]"
453,2,"[659, 760]"
454,2,"[765, 837]"
455,1,[843]
457,1,[631]
477,1,[902]
4th,1,[145]
5,6,"[108, 129, 140, 147, 158, 697]"
6,1,[698]
7,1,[492]
9,4,"[78, 91, 112, 811]"
_both_,1,[229]
_escalier_,1,[832]
_over_,1,[586]
_under_,2,"[584, 588]"
abou,1,[300]
according,2,"[349, 786]"
adorned,1,[848]
already,1,[286]
also,2,"[671, 751]"
alternate,2,"[67, 194]"
alternately,2,"[289, 487]"
another,1,[312]
antwerp,1,[784]
apart,1,[281]
appears,1,[50]
applied,1,[600]
back,1,[32]
backwards,3,"[9, 570, 624]"
bar,3,"[223, 231, 641]"
bars,4,"[250, 448, 684, 899]"
begin,4,"[55, 310, 692, 816]"
beginners,1,[742]
begun,3,"[5, 11, 549]"
brabancon,4,"[468, 469, 520, 521]"
braid,3,"[383, 562, 565]"
brin,1,[645]
bringing,2,"[357, 642]"
brussels,2,"[24, 545]"
bruxelles,13,"[17, 62, 88, 119, 122, 128, 135, 153, 486, 496, 506, 557, 577]"
button,9,"[80, 110, 237, 245, 685, 714, 732, 794, 885]"
c,1,[19]
c.,1,[854]
called,1,[897]
cause,1,[822]
circle,2,"[712, 880]"
clearly,1,[212]
close,15,"[79, 92, 109, 121, 130, 137, 141, 148, 155, 159, 163, 244, 649, 797, 884]"
coarse,2,"[858, 869]"
completed,2,"[632, 891]"
complicated,1,[51]
continue,2,"[167, 741]"
cordova,3,"[399, 426, 427]"
cords,1,[864]
corner,1,[550]
correctly,1,[677]
cover,1,[273]
cross,5,"[283, 296, 446, 704, 708]"
crossing,1,[314]
crosswise,1,[551]
d'alencon,7,"[176, 181, 192, 204, 211, 236, 241]"
d'angleterre,3,"[255, 262, 325]"
d'art,1,[409]
d'espagne,3,"[22, 27, 629]"
