-.3,-.7,-1.6,-10,-2,-2.9,-4,-5,.0,.1,.2,.3,.4,.6,.7,.8,.9,0,1,1.01.52.02.53.03.54.0201120122013tealbook,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1/203/104/216/168/49/1510/2712/81/193/94/206/158/39/1410/2612/71/183/74/186/137/259/510/1712/5201020112012-6-5-4-3-2-10201120122013tealbook,1/203/104/216/168/49/1510/2712/81/193/94/206/158/39/1410/2612/71/183/74/186/137/259/510/1712/52010201120120.00.5,1/203/104/216/168/49/1510/2712/81/193/94/206/158/39/1410/2612/71/183/74/186/137/259/510/1712/5201020112012alternative,10,10.2,11.4,11.6,15200820092010201120122013,16real,2,2.0,2.1,2.2,2.3,2.4,2.5,2.8,2.9,2011,20112012h1q3q4q1q2h22013,2012,2013,2014,2015-measure,3.0,3.4,3.5,3.6,3.7,3.9,4,4.2,5,5.1,6,6.2,6.5,6.7,6.9,7.1,7.3,7.7,7.8,8.0,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,8200820092010201120122013,account,advanced,annual,annualized,average,balancepercent,baseline.1,baseline1.4,baseline1.5,baseline2.4,baseline8.7,change,consumer,core,cpipercent,crisis,current,damage,date,decade.1,decade1.4,decade1.5,decade2.4,decade8.7,disinflation.1,disinflation1.4,disinflation1.5,disinflation2.4,disinflation8.7,economies,economies.92.7.6.6.51.11.5,economies2.71.02.81.61.21.31.1,economies4.64.63.33.03.33.13.2,economies5.34.63.54.64.34.34.5,economiesemerging,emerging,end,european,except,faster,federal,final,forecast0123456201120122013tealbook,foreign,foreign3.03.62.02.52.32.63.0,foreign3.73.13.12.32.42.32.3,funds,gdp,gdpextended,gdppercent,greater,h2,higher,indicated.evolution,international,lost,market,note,noted,oil,outlook,pce,percent,period,preceding,previous,prices,prices.1,prices1.4,prices1.5,prices2.4,prices8.7,pricesextended,pricespercent,publication,q4/q4,quarter,rate,rate1extended,rateadvanced,ratecurrentprevious,ratetotal,real,scenario,scenarios,severe,snapback.1,snapback1.4,snapback1.5,snapback2.4,snapback8.7,spillovers.1,spillovers1.4,spillovers1.5,spillovers2.4,spillovers8.7,staff,supply-side,tealbook,tealbook1.22.71.0.7.61.11.6,tealbook2.71.12.91.41.11.11.1,tealbook3.23.62.32.52.42.73.0,tealbook3.73.13.52.62.32.22.3,tealbook4.64.63.93.63.23.13.2,tealbook5.34.73.74.44.34.44.6,tealbooktotal,total,u.s.,unemployment
-.3,1,[286]
-.7,1,[285]
-1.6,1,[189]
-10,2,"[6, 20]"
-2,2,"[34, 49]"
-2.9,1,[188]
-4,2,"[33, 48]"
-5,2,"[7, 21]"
.0,2,"[280, 329]"
.1,18,"[350, 351, 356, 362, 363, 364, 365, 369, 370, 375, 376, 377, 378, 383, 384, 385, 390, 391]"
.2,2,"[328, 335]"
.3,4,"[278, 279, 352, 392]"
.4,4,"[327, 334, 357, 386]"
.6,1,[371]
.7,1,[277]
.8,1,[326]
.9,1,[336]
0,4,"[8, 22, 35, 50]"
1,1,[394]
1.01.52.02.53.03.54.0201120122013tealbook,1,[117]
1.2,5,"[195, 267, 287, 293, 316]"
1.3,3,"[253, 265, 315]"
1.4,9,"[252, 258, 259, 264, 266, 271, 302, 303, 314]"
1.5,9,"[254, 255, 294, 301, 304, 307, 308, 313, 320]"
1.6,2,"[272, 358]"
1.7,7,"[175, 176, 309, 321, 341, 343, 344]"
1.8,3,"[260, 295, 342]"
1.9,6,"[167, 168, 196, 273, 337, 372]"
1/203/104/216/168/49/1510/2712/81/193/94/206/158/39/1410/2612/71/183/74/186/137/259/510/1712/5201020112012-6-5-4-3-2-10201120122013tealbook,1,[125]
1/203/104/216/168/49/1510/2712/81/193/94/206/158/39/1410/2612/71/183/74/186/137/259/510/1712/52010201120120.00.5,1,[116]
1/203/104/216/168/49/1510/2712/81/193/94/206/158/39/1410/2612/71/183/74/186/137/259/510/1712/5201020112012alternative,1,[133]
10,2,"[10, 24]"
10.2,1,[236]
11.4,1,[238]
11.6,1,[237]
15200820092010201120122013,2,"[11, 25]"
16real,1,[151]
2,2,"[36, 51]"
2.0,7,"[169, 180, 181, 261, 310, 322, 393]"
2.1,1,[155]
2.2,2,"[288, 323]"
2.3,3,"[274, 275, 324]"
2.4,3,"[156, 170, 174]"
2.5,2,"[177, 353]"
2.8,1,[359]
2.9,3,"[161, 178, 182]"
2011,1,[147]
20112012h1q3q4q1q2h22013,1,[61]
2012,1,[148]
2013,1,[149]
2014,1,[150]
2015-measure,1,[145]
3.0,1,[164]
3.4,3,"[162, 292, 373]"
3.5,2,"[190, 197]"
3.6,1,[157]
3.7,1,[163]
3.9,2,"[158, 183]"
4,2,"[37, 52]"
4.2,1,[198]
5,2,"[9, 23]"
5.1,1,[191]
6,2,"[38, 53]"
6.2,1,[212]
6.5,1,[206]
6.7,1,[211]
6.9,1,[246]
7.1,1,[231]
7.3,1,[210]
7.7,1,[226]
7.8,1,[205]
8.0,1,[225]
8.1,1,[224]
8.2,1,[204]
8.3,2,"[209, 230]"
8.4,2,"[229, 245]"
8.5,2,"[218, 223]"
8.6,2,"[203, 228]"
8.7,4,"[215, 216, 217, 222]"
8.8,1,[244]
8.9,2,"[239, 243]"
8200820092010201120122013,2,"[39, 54]"
account,1,[130]
advanced,2,"[68, 84]"
annual,6,"[4, 14, 29, 42, 58, 137]"
annualized,1,[95]
average,1,[396]
balancepercent,1,[131]
baseline.1,1,[349]
baseline1.4,1,[251]
baseline1.5,1,[300]
baseline2.4,1,[154]
baseline8.7,1,[202]
change,9,"[3, 13, 28, 41, 57, 97, 114, 123, 136]"
consumer,2,"[55, 78]"
core,1,[296]
cpipercent,1,[122]
crisis,5,"[185, 233, 282, 331, 380]"
current,1,[129]
damage,5,"[173, 221, 270, 319, 368]"
date,3,"[110, 119, 127]"
decade.1,1,[361]
decade1.4,1,[263]
decade1.5,1,[312]
decade2.4,1,[166]
decade8.7,1,[214]
disinflation.1,1,[374]
disinflation1.4,1,[276]
disinflation1.5,1,[325]
disinflation2.4,1,[179]
disinflation8.7,1,[227]
economies,2,"[19, 47]"
economies.92.7.6.6.51.11.5,1,[70]
economies2.71.02.81.61.21.31.1,1,[86]
economies4.64.63.33.03.33.13.2,1,[91]
economies5.34.63.54.64.34.34.5,1,[75]
economiesemerging,2,"[17, 45]"
emerging,2,"[73, 89]"
end,1,[139]
european,5,"[184, 232, 281, 330, 379]"
except,1,[142]
faster,5,"[159, 207, 256, 305, 354]"
federal,1,[345]
final,3,"[98, 102, 397]"
forecast0123456201120122013tealbook,1,[108]
foreign,9,"[0, 16, 32, 44, 60, 69, 85, 112, 121]"
foreign3.03.62.02.52.32.63.0,1,[65]
foreign3.73.13.12.32.42.32.3,1,[81]
funds,1,[346]
gdp,2,"[63, 132]"
gdpextended,1,[152]
gdppercent,2,"[27, 113]"
greater,5,"[171, 219, 268, 317, 366]"
h2,1,[144]
higher,5,"[192, 240, 289, 338, 387]"
indicated.evolution,1,[105]
international,1,[107]
lost,5,"[165, 213, 262, 311, 360]"
market,4,"[18, 46, 74, 90]"
note,1,[94]
noted,1,[143]
oil,5,"[193, 241, 290, 339, 388]"
outlook,1,[1]
pce,2,"[248, 297]"
percent,6,"[2, 12, 40, 96, 135, 395]"
period,4,"[101, 104, 141, 399]"
preceding,2,"[100, 140]"
previous,6,"[66, 71, 76, 82, 87, 92]"
prices,1,[79]
prices.1,1,[389]
prices1.4,1,[291]
prices1.5,1,[340]
prices2.4,1,[194]
prices8.7,1,[242]
pricesextended,2,"[249, 298]"
pricespercent,1,[56]
